ED_ID,Province,PRUID,ED_Name,x,y,lat,lng,Address,City,Postal_Code
1,Alberta,AB,BASSANO HEALTH CENTRE,-112.4612382,50.78928528,50.78928528,-112.4612382,608 5 AVE,BASSANO,T0J0B0
2,Alberta,AB,BARRHEAD HEALTHCARE CENTRE,-114.4003156,54.11971067,54.11971067,-114.4003156,4815 51 AVE,BARRHEAD,T7N1M1
3,Alberta,AB,ALBERTA HEALTH SVCS MINERAL SPRINGS HOSPITAL,-115.5759879,51.17913935,51.17913935,-115.5759879,305 LYNX ST,BANFF,T1L1H7
4,Alberta,AB,ATHABASCA HEALTHCARE CENTRE,-113.2538411,54.71711879,54.71711879,-113.2538411,3100 48 AVENUE,ATHABASCA,T9S1M9
5,Alberta,AB,BIG COUNTRY HOSPITAL,-110.4786349,51.35181798,51.35181798,-110.4786349,312 3 AVE E,OYEN,T0J2J0
6,Alberta,AB,BEAVERLODGE MUNICIPAL HOSPITAL,-119.3200327,55.21423518,55.21423518,-119.3200327,422 10A ST,BEAVERLODGE,T0H0C0
7,Alberta,AB,BOW ISLAND HEALTH CENTRE,-111.379417,49.86546356,49.86546356,-111.379417,938 CENTRE ST,BOW ISLAND,T0K0G0
8,Alberta,AB,BOYLE HEALTHCARE CENTRE,-112.8033866,54.58835704,54.58835704,-112.8033866,5004 LAKEVIEW ROAD ,BOYLE,T0A0M0
9,Alberta,AB,BROOKS HEALTH CENTRE,-111.8900473,50.56953471,50.56953471,-111.8900473,440 3 ST E,BROOKS,T1R0G5
10,Alberta,AB,BONNYVILLE HEALTHCARE CENTRE,-110.7399626,54.26308694,54.26308694,-110.7399626,5001 LAKESHORE DR,BONNYVILLE,T9N2J7
11,Alberta,AB,CANMORE GENERAL HOSPITAL,-115.3517813,51.09303791,51.09303791,-115.3517813,1100 HOSPITAL PL,CANMORE,T1W1N2
12,Alberta,AB,CARDSTON HOSPITAL,-113.3073,49.2013797,49.2013797,-113.3073,144 2 ST W,CARDSTON,T0K1J0
13,Alberta,AB,CENTRAL PEACE HEALTH COMPLEX,-118.8386316,55.77746843,55.77746843,-118.8386316,5010 45 AVE,SPIRIT RIVER,T0H3G0
14,Alberta,AB,CLARESHOLM GENERAL HOSPITAL,-113.5831812,50.01923745,50.01923745,-113.5831812,221 43 AVE W,CLARESHOLM,T0L0T0
15,Alberta,AB,CHINOOK REGIONAL HOSPITAL,-112.8146675,49.68465002,49.68465002,-112.8146675,960 19 ST S,LETHBRIDGE,T1J1W5
16,Alberta,AB,CONSORT HOSPITAL AND CARE CENTRE,-110.7809621,52.01037594,52.01037594,-110.7809621,5402 52 AVE,CONSORT,T0C1B0
17,Alberta,AB,COLD LAKE HEALTHCARE CENTRE,-110.1980687,54.4684377,54.4684377,-110.1980687,314 25 ST,COLD LAKE,T9M1G6
18,Alberta,AB,DAYSLAND HEALTH CENTRE,-112.273696,52.86874821,52.86874821,-112.273696,5920 51 AVE,DAYSLAND,T0B1A0
19,Alberta,AB,CROWSNEST PASS HOSPITAL,-114.4601755,49.61827616,49.61827616,-114.4601755,2001 107 ST,BLAIRMORE,T0K0E0
20,Alberta,AB,CORONATION HOSPITAL AND CARE CENTRE,-111.4571843,52.09558419,52.09558419,-111.4571843,5000 MUNICIPAL RD,CORONATION,T0C1C0
21,Alberta,AB,DIDSBURY DISTRICT HEALTH SERVICES,-114.12539,51.66065449,51.66065449,-114.12539,1210 20 AVE,DIDSBURY,T0M0W0
22,Alberta,AB,DEVON GENERAL HOSPITAL,-113.728234,53.35185097,53.35185097,-113.728234,101 ERIE ST S,DEVON,T9G1A6
23,Alberta,AB,DRAYTON VALLEY HOSPITAL AND CARE CENTRE,-114.9701895,53.21140615,53.21140615,-114.9701895,4550 MADSEN AVE,DRAYTON VALLEY,T7A1N8
24,Alberta,AB,EDSON HEALTHCARE CENTRE,-116.4266246,53.58599282,53.58599282,-116.4266246,4716 5 AVE,EDSON,T7E1S8
25,Alberta,AB,ELK POINT HEALTHCARE CENTRE,-110.9067204,53.89694956,53.89694956,-110.9067204,5310 50 AVE,ELK POINT,T0A1A0
26,Alberta,AB,DRUMHELLER HEALTH CENTRE,-112.7240865,51.46976888,51.46976888,-112.7240865,351 9 STREET,DRUMMHELLER,T0J0Y1
27,Alberta,AB,FOOTHILLS MEDICAL CENTRE,-114.1307228,51.0646699,51.0646699,-114.1307228,1403 29 ST NW,CALGARY,T2N2T9
28,Alberta,AB,FORT SASKATCHEWAN COMMUNITY HOSPITAL,-113.2120339,53.6934279,53.6934279,-113.2120339,9401 86 AVENUE,FORT SASKATCHEWAN,T8L0C6
29,Alberta,AB,FOX CREEK HEALTH CARE CENTRE,-116.8004418,54.40438604,54.40438604,-116.8004418,600 3 ST,FOX CREEK,T0H1P0
30,Alberta,AB,GEORGE MCDOUGALL- SMOKY LAKE HEALTHCARE CENTRE,-112.464954,54.12004209,54.12004209,-112.464954,4212 55 AVE,SMOKY LAKE,T0A3C0
31,Alberta,AB,FAIRVIEW HEALTH COMPLEX,-118.3813219,56.064666,56.064666,-118.3813219,10628 100 ST,FAIRVIEW,T0H1L0
32,Alberta,AB,GRANDE CACHE COMMUNITY HEALTH COMPLEX,-119.1191131,53.89063711,53.89063711,-119.1191131,10200 SHAND AVE,GRANDE CACHE,T0E0Y0
33,Alberta,AB,GRIMSHAW/BERWYN AND DISTRICT COMMUNITY HEALTH CENTRE,-117.4522164,56.25762814,56.25762814,-117.4522164,5621 WILCOX RD,GRIMSHAW,T0H1W0
34,Alberta,AB,HANNA  HEALTH CENTRE,-111.9282489,51.64962805,51.64962805,-111.9282489,904 CENTRE ST,HANNA,T0J1P0
35,Alberta,AB,GRANDE PRAIRIE CARE CENTRE,-118.8265802,55.17928809,55.17928809,-118.8265802,11205 110 st,GRANDE PRAIRIE,T8V4B1
36,Alberta,AB,HIGH PRAIRIE HEALTH COMPLEX,-116.6619689,55.40561511,55.40561511,-116.6619689,5101 38 STREET ,HIGH PRAIRIE,T0G1E0
37,Alberta,AB,HIGH RIVER GENERAL HOSPITAL,-113.879409,50.5750855,50.5750855,-113.879409,560 9 AVE SW,HIGH RIVER,T1V1B3
38,Alberta,AB,HINTON HEALTHCARE CENTRE,-117.585986,53.39732975,53.39732975,-117.585986,1280 SWITZER DR,HINTON,T7V1V2
39,Alberta,AB,HARDISTY HEALTH CENTRE,-111.4206114,52.61688228,52.61688228,-111.4206114,4531 47 ST,HARDISTY,T0B1V0
40,Alberta,AB,JASPER - SETON HEALTHCARE CENTRE,-118.0835508,52.87602764,52.87602764,-118.0835508,518 ROBSON ST,JASPER,T0E1E0
41,Alberta,AB,KILLAM HEALTH CARE CENTRE,-111.859503,52.7894132,52.7894132,-111.859503,5203 49 AVE,KILLAM,T0B2L0
42,Alberta,AB,INNISFAIL HEALTH CENTRE,-113.951334,52.02022082,52.02022082,-113.951334,5023 42 ST,INNISFAIL,T4G1A9
43,Alberta,AB,GREY NUNS COMMUNITY HOSPITAL,-113.432331,53.46238397,53.46238397,-113.432331,1100 YOUVILLE DR W,EDMONTON,T6L5X8
44,Alberta,AB,LACOMBE HOSPITAL AND CARE CENTRE,-113.7405692,52.46016991,52.46016991,-113.7405692,5430 47 AVE,LACOMBE,T4L1G8
45,Alberta,AB,LAMONT HEALTH CARE CENTRE,-112.7882716,53.76247018,53.76247018,-112.7882716,5216 53 ST,LAMONT,T0B2R0
46,Alberta,AB,LEDUC COMMUNITY HOSPITAL,-113.5446079,53.25455128,53.25455128,-113.5446079,4210 48 ST,LEDUC,T9E5Z3
47,Alberta,AB,MANNING COMMUNITY HEALTH CENTRE,-117.6249158,56.92705278,56.92705278,-117.6249158,600 2 ST NE,MANNING,T0H2M0
48,Alberta,AB,MAYERTHORPE HEALTH CARE CENTRE,-115.132896,53.94933067,53.94933067,-115.132896,4417 45 ST,MAYERTHORPE,T0E1N0
49,Alberta,AB,NORTHWEST HEALTH CENTRE,-117.1597926,58.51384248,58.51384248,-117.1597926,11202 100 AVE,HIGH LEVEL,T0H1Z0
50,Alberta,AB,NORTHERN LIGHTS REGIONAL HEALTH CENTRE,-111.3631846,56.71685422,56.71685422,-111.3631846,7 HOSPITAL STREET,FORT MCMURRAY,T9H1P2
51,Alberta,AB,MEDICINE HAT REGIONAL HOSPITAL,-110.7027282,50.03431247,50.03431247,-110.7027282,666 5 ST SW,MEDICINE HAT,T1A4H6
52,Alberta,AB,MISERICORDIA COMMUNITY HOSPITAL,-113.6126399,53.51947005,53.51947005,-113.6126399,16940 87 AVE NW,EDMONTON,T5R4H5
53,Alberta,AB,OLDS HOSPITAL AND CARE CENTRE,-114.1198748,51.80146011,51.80146011,-114.1198748,3901 57 AVE,OLDS,T4H1T4
54,Alberta,AB,OUR LADY OF THE ROSARY HOSPITAL AND CARE CENTRE,-111.9068541,52.22338797,52.22338797,-111.9068541,5402 47 ST,CASTOR,T0C0X0
55,Alberta,AB,OILFIELDS GENERAL HOSPITAL,-114.2332552,50.67793887,50.67793887,-114.2332552,717 GOVERNMENT RD S,BLACK DIAMOND,T0L0H0
56,Alberta,AB,PEACE RIVER COMMUNITY HEALTH CENTRE,-117.3558202,56.23044417,56.23044417,-117.3558202,10101 68 ST,PEACE RIVER,T8S1T6
57,Alberta,AB,PONOKA HOSPITAL AND CARE CENTRE,-113.5895358,52.68327291,52.68327291,-113.5895358,5800 57 AVE,PONOKA,T4J1P1
58,Alberta,AB,PETER LOUGHEED CENTRE,-113.9828456,51.07788896,51.07788896,-113.9828456,3500 26 AVE NE,CALGARY,T1Y6J4
59,Alberta,AB,PINCHER CREEK COMMUNITY HEALTH CENTRE,-113.9461273,49.49323166,49.49323166,-113.9461273,1222 BEVERLEY MCLAUGHLIN DR,PINCHER CREEK,T0K1W0
60,Alberta,AB,PROVOST HEALTH CENTRE,-110.2656244,52.35714617,52.35714617,-110.2656244,5002 54 AVE,PROVOST,T0B3S0
61,Alberta,AB,REDWATER HEALTH CENTRE,-113.1245673,53.95008479,53.95008479,-113.1245673,4812 58 ST,REDWATER,T0A0Z0
62,Alberta,AB,RIMBEY HOSPITAL AND CARE CENTRE,-114.245914,52.63968236,52.63968236,-114.245914,5228 50 AVE,RIMBEY,T0C2J0
63,Alberta,AB,ROCKY MOUNTAIN HOUSE HOSPITAL AND CARE CENTRE,-112.148667,49.78804071,49.78804071,-112.148667,5016 52 AVENUE,ROCKY MOUNTAIN HOUSE,T1G1M3
64,Alberta,AB,ROCKYVIEW GENERAK HOSPITAL,-114.0952274,50.99104654,50.99104654,-114.0952274,7007 14 ST SW,CALGARY,T2V1P9
65,Alberta,AB,RAYMOND HEALTH CENTRE,-112.6109445,49.26113869,49.26113869,-112.6109445,150 4 ST E,RAYMOND,T0K2S0
66,Alberta,AB,RED DEER REGIONAL HOSPITAL AND CARE CENTRE,-113.8158441,52.259763,52.259763,-113.8158441,3942 50A AVE,RED DEER,T4N4E7
67,Alberta,AB,SACRED HEART COMMUNITY HEALTH CENTRE,-116.9154563,55.71123308,55.71123308,-116.9154563,350 3 AVE NW,MCLENNAN,T0H2L0
68,Alberta,AB,ROYAL ALEXANDRA HOSPITAL,-113.497162,53.55596963,53.55596963,-113.497162,10240 KINGSWAY NW,EDMONTON,T5H3V9
69,Alberta,AB,SLAVE LAKE HEALTHCARE CENTRE,-114.7627747,55.28438735,55.28438735,-114.7627747,309 6 ST NE,SLAVE LAKE,T0G2A2
70,Alberta,AB,SOUTH HEALTH CAMPUS,-113.952246,50.8807401,50.8807401,-113.952246,4448 FRONT STREET SE,CALGARY,T3M1M4
71,Alberta,AB,ST MARY'S HOSPITAL,-112.8311511,53.01460828,53.01460828,-112.8311511,4607 53 ST,CAMROSE,T4V1Y5
72,Alberta,AB,ST JOSEPH'S GENERAL HOSPITAL-VEGREVILLE,-112.0345117,53.49441935,53.49441935,-112.0345117,5241 43 ST,VEGREVILLE,T9C1C6
73,Alberta,AB,STETTLER HOSPITAL & CARE CENTRE,-112.8428828,53.01643068,53.01643068,-112.8428828,5912 47 AVE,STETTLER,T4V0G9
74,Alberta,AB,ST. PAUL - ST. THERESE HEALTHCARE CENTRE,-111.2904677,53.98935699,53.98935699,-111.2904677,4713 48 AVE,ST. PAUL,T0A3A3
75,Alberta,AB,ST THERESA GENERAL HOSPITAL,-110.8396807,53.34833242,53.34833242,-110.8396807,4506 47 AV,FORT VERMILION,T0H1N0
76,Alberta,AB,STONY PLAIN - WESTVIEW HEALTH CENTRE,-113.9771514,53.53646436,53.53646436,-113.9771514,4405 S PARK DR ,STONY PLAIN,T7Z2M7
77,Alberta,AB,STRATHMORE DISTRICT HEALTH SERVICES,-113.3864867,51.0595792,51.0595792,-113.3864867,200 BRENT BLVD,STRATHMORE,T1P1J9
78,Alberta,AB,MYRON THOMPSON HEALTH CENTRE,-114.6373563,51.80779653,51.80779653,-114.6373563,709 1 ST NE,SUNDRE,T0M1X0
79,Alberta,AB,SWAN HILLS HEALTHCARE CENTRE,-115.4012659,54.72694397,54.72694397,-115.4012659,29 FREEMAN DR,SWAN HILLS,T0G2C0
80,Alberta,AB,STURGEON COMMUNITY HOSPITAL,-113.6266469,53.65409603,53.65409603,-113.6266469,201 BOUDREAU RD,ST. ALBERT,T8N6C4
81,Alberta,AB,TABER HEALTH CENTRE,-112.1644772,49.78591946,49.78591946,-112.1644772,4326 50 AVE,TABER,T1G1N9
82,Alberta,AB,TOFIELD HEALTH CENTRE,-112.6525709,53.372644,53.372644,-112.6525709,5543 44 ST,TOFIELD,T0B4J0
83,Alberta,AB,TWO HILLS HEALTH CENTRE,-111.732668,53.71336103,53.71336103,-111.732668,4401 53 AVE,TWO HILLS,T0B4K0
84,Alberta,AB,THREE HILLS HEALTH CENTRE,-113.251066,51.70713423,51.70713423,-113.251066,1504 2 ST N,THREE HILLS,T0M0B3
85,Alberta,AB,UNIVERSITY OF ALBERTA HOSPITAL,-113.5208458,53.52076677,53.52076677,-113.5208458,8440 112 ST NW,EDMONTON,T6G2B7
86,Alberta,AB,VIKING HEALTH CENTRE,-111.7764299,53.09962752,53.09962752,-111.7764299,5110 57 AVE,VIKING,T0B4N0
87,Alberta,AB,VERMILION HEALTH CENTRE,-110.8725311,53.35511468,53.35511468,-110.8725311,5720 50 AVE,VERMILION,T9X1K7
88,Alberta,AB,VULCAN COMMUNITY HEALTH CENTRE,-113.2573228,50.39734133,50.39734133,-113.2573228,610 ELIZABETH ST,VULCAN,T0L2B0
89,Alberta,AB,VALLEYVIEW HOSPITAL,-117.263496,55.09437903,55.09437903,-117.263496,4802 HIGHWAY ST,VALLEYVIEW,T0H3N0
90,Alberta,AB,WAINWRIGHT HEALTH CENTRE,-110.8666964,52.84065886,52.84065886,-110.8666964,530 6 AVE,WAINWRIGHT,T9W1R6
91,Alberta,AB,WESTLOCK HEALTHCARE CENTRE,-113.8532576,54.14630745,54.14630745,-113.8532576,10220 93 ST,WESTLOCK,T7P2G4
92,Alberta,AB,WABASCA/DESMARAIS HEALTHCARE CENTRE,-113.8020193,55.94323389,55.94323389,-113.8020193,881 MISTASSINIY RD,WABASCA,T0G2K0
93,Alberta,AB,WETASKIWIN HOSPITAL AND CARE CENTRE,-113.366107,52.98676402,52.98676402,-113.366107,6910 47 ST,WETASKIWIN,T9A3N3
94,Alberta,AB,WHITECOURT HEALTHCARE CENTRE,-115.6744119,54.13049788,54.13049788,-115.6744119,20 SUNSET BLVD,WHITECOURT,T7S1M8
95,Alberta,AB,WILLIAM J CADZOW- LAC LA BICHE HEALTHCARE CENTRE,-111.9637805,54.7647596,54.7647596,-111.9637805,9110 93 ST,LAC LA BICHE,T0A2C0
97,British Columbia,BC,ARROW LAKES HOSPITAL,-117.7984829,50.23939681,50.23939681,-117.7984829,97 1 AVE NW,NAKUSP,V0G1R0
98,British Columbia,BC,100 MILE DISTRICT GENERAL HOSPITAL,-121.2931307,51.63873468,51.63873468,-121.2931307,555 CEDAR S,100 MILE HOUSE,V0K2E0
99,British Columbia,BC,BOUNDARY HOSPITAL,-118.4675581,49.03003416,49.03003416,-118.4675581,7649 22 ST,GRAND FORKS,V0H1H2
100,British Columbia,BC,BELLA COOLA GENERAL HOSPITAL,-126.7575297,52.37387268,52.37387268,-126.7575297,1025 ELCHO ST,BELLA COOLA,V0T1C0
101,British Columbia,BC,ABBOTSFORD REGIONAL HOSPITAL AND CANCER CENTRE,-122.3131445,49.03769605,49.03769605,-122.3131445,32900 MARSHALL RD,ABBOTSFORD,V2S3P1
102,British Columbia,BC,BULKLEY VALLEY DISTRICT HOSPITAL,-127.1638689,54.78460753,54.78460753,-127.1638689,3950 8 AVE,SMITHERS,V0J2N0
103,British Columbia,BC,BURNABY HOSPITAL,-123.0163469,49.24881226,49.24881226,-123.0163469,3935 KINCAID ST ,BURNABY,V5G2X6
104,British Columbia,BC,CARIBOO MEMORIAL HOSPITAL,-122.1433601,52.13849241,52.13849241,-122.1433601,517 6 AVE N,WILLIAMS LAKE,V2G2G8
105,British Columbia,BC,CHETWYND GENERAL HOSPITAL,-121.6448539,55.69655986,55.69655986,-121.6448539,5500 HOSPITAL RD,CHETWYND,V0C1J0
106,British Columbia,BC,CAMPBELL RIVER HOSPITAL,-125.2427643,50.01114091,50.01114091,-125.2427643,375 2 AVE,CAMPBELL RIVER,V9W3V1
107,British Columbia,BC,CHILLIWACK GENERAL HOSPITAL,-121.9638157,49.16590895,49.16590895,-121.9638157,45600 MENHOLM RD,CHILLIWACK,V2P1P7
108,British Columbia,BC,COWICHAN DISTRICT HOSPITAL,-123.7235841,48.78496206,48.78496206,-123.7235841,3045 GIBBINS RD,NORTH COWICHAN,V9L1E5
109,British Columbia,BC,CORMORANT ISLAND COMMUNITY HEALTH CENTRE,-126.9455784,50.51723406,50.51723406,-126.9455784,49 SCHOOL RD,ALERT BAY,V0N1A0
110,British Columbia,BC,DAWSON CREEK AND DISTRICT HOSPITAL,-120.2373221,55.74977831,55.74977831,-120.2373221,11100 13 ST,DAWSON CREEK,V1G3W8
111,British Columbia,BC,DR. HELMCKEN MEMORIAL HOSPITAL,-120.0166171,51.64705187,51.64705187,-120.0166171,640 PARK DRIVE ,CLEARWATER,V0E1N0
112,British Columbia,BC,DELTA HOSPITAL,-123.0617881,49.08474401,49.08474401,-123.0617881,5800 MOUNTAIN VIEW BLVD,DELTA,V4K3V6
113,British Columbia,BC,EAGLE RIDGE HOSPITAL & HEALTH CARE CENTRE,-122.8229321,49.28376606,49.28376606,-122.8229321,475 GUILDFORD WAY,PORT MOODY,V3H3W9
114,British Columbia,BC,EAST KOOTENAY REGIONAL HOSPITAL,-115.748774,49.51252852,49.51252852,-115.748774,13 24 AVE N,CRANBROOK,V1C3H9
115,British Columbia,BC,FORT NELSON GENERAL HOSPITAL,-122.705026,58.80918066,58.80918066,-122.705026,5315 LIARD ST,FORT NELSON,V0C1R0
116,British Columbia,BC,ELK VALLEY HOSPITAL,-115.0568366,49.51358757,49.51358757,-115.0568366,1501 5TH AVE FERNIE,FERNIE,V0B1M0
117,British Columbia,BC,FRASER CANYON HOSPITAL,-121.4273399,49.37721078,49.37721078,-121.4273399,1275 7 AVE,HOPE,V0X1L4
118,British Columbia,BC,FORT ST JOHN GENERAL HOSPITAL,-120.8181967,56.25743612,56.25743612,-120.8181967,8407 112 AVE,FORT ST JOHN,V1J0J5
119,British Columbia,BC,GOLDEN AND DISTRICT GENERAL HOSPITAL,-116.9676852,51.29694084,51.29694084,-116.9676852,835 9 AVE,GOLDEN,V0A1H0
120,British Columbia,BC,G R BAKER MEMORIAL HOSPITAL,-122.4987504,52.98152768,52.98152768,-122.4987504,543 FRONT ST,QUESNEL,V2J2K7
121,British Columbia,BC,HAIDA GWAII HOSPITAL AND HEALTH CENTRE - XAAYDA GWAAY NGAAYSDLL NAAY,-132.0707382,53.25448301,53.25448301,-132.0707382,3209 COEANVIEW DRIVE,DAAJING GIIDS,V0T1S0
122,British Columbia,BC,KELOWNA GENERAL HOSPITAL,-119.4912273,49.87352481,49.87352481,-119.4912273,2268 PANDOSY ST,KELOWNA,V1Y1T2
123,British Columbia,BC,INVERMERE AND DISTRICT HOSPITAL,-116.0334123,50.50721806,50.50721806,-116.0334123,850 10 AVE,INVERMERE,V0A1K0
124,British Columbia,BC,KITIMAT GENERAL HOSPITAL,-128.6473114,54.05036228,54.05036228,-128.6473114,920 S LAHAKAS BLVD,KITIMAT,V8C2S3
125,British Columbia,BC,KOOTENAY LAKE REGIONAL HOSPITAL,-117.2850828,49.49446326,49.49446326,-117.2850828,3 VIEW ST,NELSON,V1L2V1
126,British Columbia,BC,KOOTENAY BOUNDARY REGIONAL HOSPITAL,-117.6989538,49.10383434,49.10383434,-117.6989538,1200 HOSPITAL BENCH ,TRAIL,V1R4M1
127,British Columbia,BC,LILLOOET DISTRICT HOSPITAL AND COMMUNITY HEALTH PROGRAMS,-121.9387787,50.68990093,50.68990093,-121.9387787,951 MURRAY ST,LILLOOET,V0K1V0
128,British Columbia,BC,LADY MINTO/GULF ISLANDS HOSPITAL,-123.5086209,48.86171204,48.86171204,-123.5086209,135 CROFTON RD ,SALTSPRING ISLAND,V8K1T1
129,British Columbia,BC,LAKES DISTRICT HOSPITAL AND HEALTH CENTRE,-125.7613051,54.23563305,54.23563305,-125.7613051,741 CENTRE ST,BURNS LAKE,V0J1E0
130,British Columbia,BC,MACKENZIE AND DISTRICT HOSPITAL,-123.1013016,55.33811518,55.33811518,-123.1013016,45 CENTENNIAL DR,MACKENZIE,V0J2C0
131,British Columbia,BC,MCBRIDE AND DISTRICT HOSPITAL,-120.1629832,53.30099176,53.30099176,-120.1629832,594 KING ST,MCBRIDE,V0J2E0
132,British Columbia,BC,LIONS GATE HOSPITAL,-123.0679556,49.32202534,49.32202534,-123.0679556,231 E 15 ST,NORTH VANCOUVER,V7L2L7
133,British Columbia,BC,LANGLEY MEMORIAL HOSPITAL,-122.613423,49.09303551,49.09303551,-122.613423,22051 FRASER HIGHWAY,LANGLEY,V4H4H4
134,British Columbia,BC,MILLS MEMORIAL HOSPITAL,-128.5947829,54.50961258,54.50961258,-128.5947829,4720 HAUGLAND AVE,TERRACE,V8G2W7
135,British Columbia,BC,MISSION MEMORIAL HOSPITAL,-122.3319182,49.13568527,49.13568527,-122.3319182,7324 HURD ST,MISSION,V2V3H5
